@relation Output

@attribute nHBAcc numeric
@attribute nHBDon numeric
@attribute naAromAtom numeric
@attribute nAtomP numeric
@attribute nB numeric
@attribute nAromBond numeric
@attribute nRotB numeric
@attribute ALogP numeric
@attribute ALogp2 numeric
@attribute AMR numeric
@attribute XLogP numeric
@attribute MLogP numeric
@attribute apol numeric
@attribute TopoPSA numeric
@attribute MW numeric
@attribute bpol numeric
@attribute ATSc1 numeric
@attribute ATSc2 numeric
@attribute ATSc3 numeric
@attribute ATSc4 numeric
@attribute ATSc5 numeric
@attribute ATSm1 numeric
@attribute ATSm2 numeric
@attribute ATSm3 numeric
@attribute ATSm4 numeric
@attribute ATSm5 numeric
@attribute nAcid numeric
@attribute nBase numeric
@attribute MOMI-X numeric
@attribute MOMI-Y numeric
@attribute MOMI-Z numeric
@attribute MOMI-XY numeric
@attribute MOMI-XZ numeric
@attribute MOMI-YZ numeric
@attribute MOMI-R numeric
@attribute AllSurfaceArea numeric
@attribute Association {Yes}

@data
5,1,12,6,29,12,8,3.5901,12.888818,106.7914,2.805,3.11,60.415825,53.01,388.155371,34.584175,0.620372,-0.319099,-0.259215,0.46655,-0.185263,37.756318,33.27723,45.169652,45.030649,41.443412,1,2,10570.10974,8335.500179,2234.609565,1.268083,4.730182,3.730182,9.704785,702.67494,Yes
3,1,10,10,25,11,3,1.3987,1.956362,84.3174,2.689,3.22,51.111446,36.36,294.173213,27.350554,0.25595,-0.119267,-0.064568,0.127818,-0.097831,23.49443,26.163002,37.827457,40.546829,34.823462,0,1,4166.716056,3601.130298,565.585758,1.157058,7.367081,6.367081,6.600956,642.039821,Yes
6,1,0,4,32,0,4,-0.6336,0.401449,104.6342,0.451,3.33,65.29579,97.74,402.204239,38.54421,0.74598,-0.245077,-0.14471,0.100749,-0.038216,33.646814,34.324644,56.759573,68.198226,65.084217,0,0,7598.179966,6737.514266,860.665701,1.127742,8.828259,7.828259,7.428547,576.871417,Yes
4,1,10,14,26,11,11,1.5318,2.346411,96.8392,4.222,3.11,59.440997,54.46,343.225977,38.537003,0.484484,-0.300838,0.10971,0.031924,-0.334243,27.628879,28.159549,36.432655,39.349624,38.152373,0,1,7615.321584,5882.669478,1732.652106,1.294535,4.395182,3.395182,8.83742,875.034846,Yes
6,2,11,14,33,11,5,3.4817,12.122235,110.5467,3.658,2.34,59.345481,138.04,469.026597,29.134519,0.774551,-0.292967,-0.033282,0.023324,-0.183219,56.505939,43.454125,72.301352,76.502298,94.793829,1,0,10049.22918,8322.694436,1726.53474,1.207449,5.820462,4.820462,8.383972,737.945331,Yes
2,1,12,8,39,12,7,2.6715,7.136912,135.4787,4.349,3.99,83.11972,52.19,480.298808,54.03228,0.771902,-0.443868,-0.099555,0.356743,-0.299751,38.817837,42.487645,59.820009,71.368947,67.314559,0,2,12165.1597,9752.855359,2412.304345,1.247343,5.042962,4.042962,9.285624,806.191989,Yes
8,1,9,10,24,10,9,-1.5929,2.53733,78.5518,0.619,2.01,46.017067,122.22,321.143704,31.798933,0.865698,-0.592507,0.276385,-0.156612,0.093915,27.897778,27.654371,38.338483,33.374332,29.986071,0,0,6555.612094,5324.074014,1231.53808,1.231315,5.32311,4.32311,8.279188,739.747239,Yes
6,2,0,6,35,0,2,-0.5221,0.272588,110.3183,1.122,3.33,68.279583,93.06,434.210467,40.840417,0.844074,-0.294514,-0.188449,0.101834,0.011816,37.148858,38.238521,67.251511,80.607765,86.763887,0,0,7449.750516,6101.929463,1347.821053,1.220884,5.527255,4.527255,7.553414,585.030542,Yes
2,0,12,9,36,12,14,4.1825,17.493306,136.5446,4.882,3.77,82.16172,73.18,484.293723,55.94828,0.96317,-0.512246,-0.153895,0.427136,-0.255147,39.592306,39.985647,52.819466,66.475237,65.753212,0,1,19228.51233,17476.49571,1752.016622,1.10025,10.975074,9.975074,10.4285,903.178902,Yes
4,4,12,10,25,12,8,1.2829,1.645832,91.3399,2.953,3,54.049032,95.58,328.178693,27.194968,0.364892,-0.133532,-0.055953,-0.009845,0.114996,27.043368,26.494822,35.878649,36.542833,32.151392,0,1,8926.882417,8191.287349,735.595068,1.089802,12.135593,11.135593,8.501845,703.726228,Yes
2,0,12,13,27,12,2,3.0257,9.15486,93.3206,4.703,3.33,54.969446,31.78,322.15037,30.290554,0.167009,-0.09311,-0.020991,0.001362,0.0734,29.847714,31.336662,47.008596,49.122052,38.034064,0,1,3482.645845,2346.554556,1136.091288,1.484153,3.065463,2.065463,6.402989,579.207256,Yes
8,5,6,8,38,6,3,-0.6151,0.378348,111.7719,-0.461,2.89,66.801411,149.15,461.168582,38.202589,1.16518,-0.40027,-0.414269,0.3843,-0.357619,40.330202,42.48365,69.689323,88.110607,81.839372,1,1,10502.94736,8483.035263,2019.912095,1.238112,5.199705,4.199705,8.771136,743.198156,Yes
3,3,6,8,31,6,2,-0.2277,0.051847,91.3891,1.141,3.22,59.271411,73.16,357.194009,33.412589,0.463099,-0.145415,-0.184209,0.194556,-0.112841,29.457856,33.159006,53.317739,67.582597,65.250942,0,1,4946.634575,3662.928211,1283.706364,1.350459,3.8534,2.8534,7.086555,604.538769,Yes
2,0,14,11,25,15,2,2.6547,7.047432,86.3271,2.793,3,48.451067,39.82,293.152812,27.008933,0.336333,-0.1472,-0.020988,-0.068087,0.129421,23.85441,26.661547,39.519802,40.491641,35.934109,0,0,4398.989817,3772.486732,626.503085,1.166072,7.021497,6.021497,6.840012,570.910048,Yes
6,2,0,5,22,0,9,-1.6077,2.584699,80.1654,1.052,2.56,52.238204,90.65,312.204908,36.357796,0.643884,-0.3476,0.058656,0.083544,-0.37043,25.817837,24.491098,33.815576,36.899089,37.705291,0,1,4209.103703,3200.533515,1008.570189,1.315126,4.173337,3.173337,6.930316,566.469554,Yes
11,3,0,5,24,0,15,-1.7078,2.916581,80.6258,-3.492,1.57,51.633032,181.49,385.113783,44.552968,1.309264,-0.856737,0.319527,0.028784,-0.243772,38.755084,37.228108,45.113276,42.012566,42.573022,2,1,9248.377047,8006.22501,1242.152038,1.155148,7.445447,6.445447,8.582294,712.892995,Yes
7,1,12,18,29,12,3,1.1749,1.38039,98.0692,0.577,2.78,54.546653,68.78,351.169525,32.793347,0.620393,-0.375308,-0.034551,0.248759,-0.165806,29.34884,31.824549,45.457635,52.481844,52.754662,0,2,5503.977276,4091.532415,1412.444861,1.345212,3.896773,2.896773,7.529807,674.532578,Yes
2,1,6,7,20,6,4,0.8985,0.807302,73.386,2.434,2.89,47.533825,32.7,263.188529,31.226175,0.319297,-0.169521,0.008934,-0.030088,0.021922,20.908918,21.494822,29.826642,32.657008,30.712467,0,1,2914.537414,2396.82065,517.716764,1.216001,5.629598,4.629598,6.05391,522.683075,Yes
7,1,6,8,37,6,6,1.2058,1.453954,122.1672,1.665,3.33,72.349376,88.54,456.226037,46.606624,0.996103,-0.493603,-0.07713,-0.123777,0.607376,38.366775,40.985919,66.531405,87.68625,105.149248,0,1,6855.842295,4744.13961,2111.702686,1.445118,3.246594,2.246594,7.510549,624.719476,Yes
4,2,9,9,23,10,5,2.2365,5.001932,81.4464,1.593,2.67,47.066653,57.36,287.163377,29.131347,0.463964,-0.360743,0.198653,-0.057228,-0.036341,23.628879,25.159549,35.210576,28.827186,25.661276,0,1,5484.939323,4864.507101,620.432222,1.127543,8.840513,7.840513,7.468033,621.994987,Yes
3,1,9,9,29,10,3,2.4531,6.0177,97.9627,3.354,3.33,56.767032,45.33,336.183778,31.750968,0.418928,-0.23549,0.05544,-0.227046,0.399102,27.268899,30.827186,47.768108,59.318827,61.56347,0,1,4090.764556,3105.546586,985.21797,1.317245,4.152142,3.152142,6.587854,591.084293,Yes
5,3,0,2,9,0,4,-1.6398,2.688944,29.4443,-3.349,1.46,19.109137,100.62,147.053158,11.094863,0.432842,-0.176678,-0.038382,0.091133,-0.056906,13.457856,10.49455,14.20967,11.601473,7.49455,2,1,1095.158808,927.377328,167.78148,1.18092,6.527293,5.527293,4.867384,374.140974,Yes
4,2,9,11,29,10,5,0.9138,0.83503,102.3362,1.844,3.22,59.867411,57.5,353.210327,35.094589,0.433929,-0.213052,-0.032062,-0.001893,0.06093,28.628879,30.993639,45.713283,51.543649,48.737175,0,1,7078.191767,6196.455598,881.736169,1.142297,8.027562,7.027562,7.756586,595.254814,Yes
10,4,15,10,37,16,9,-0.3452,0.119163,122.2282,0.6,2.56,69.766997,160.88,471.223017,44.413003,1.122843,-0.608416,-0.019306,0.137015,0.035026,40.392207,41.817373,60.529855,67.684534,64.079593,0,1,17655.8315,16800.40865,855.422855,1.050917,20.639888,19.639888,9.188363,847.967317,Yes
5,4,6,11,27,6,9,0.2637,0.069538,93.118,3.647,3,62.910169,86.11,363.252192,40.631831,0.491523,-0.269426,-0.033634,0.043086,0.050863,29.403348,29.32546,40.456819,35.151664,31.875197,0,3,12604.45622,12188.86589,415.590333,1.034096,30.329041,29.329041,8.315236,719.820837,Yes
11,4,0,2,51,0,10,-2.1842,4.77073,161.5581,3.368,4.21,113.523166,153.37,670.429213,80.232834,1.425152,-0.604014,-0.282037,0.178373,0.11075,55.519159,56.645564,93.618258,107.827656,105.835104,1,0,20665.93692,14686.47326,5979.463663,1.407141,3.456152,2.456152,10.692582,893.408712,Yes
5,2,6,13,18,6,7,0.6813,0.46417,64.2745,2.184,2.12,40.628274,83.65,270.103814,28.431726,0.367744,-0.237159,0.176708,-0.242173,0.153119,27.171121,27.726677,33.354199,33.998797,29.818893,0,0,4070.856214,3732.806725,338.049488,1.090562,12.04219,11.04219,6.335849,639.805249,Yes
6,2,6,6,25,6,5,1.2023,1.445525,83.6332,1.492,2.45,48.470274,112.01,334.098728,27.471726,0.62533,-0.298547,-0.052661,0.234965,-0.351344,32.94559,30.498848,48.999448,44.964488,50.151273,1,0,6288.936416,5625.537005,663.399411,1.117926,9.479864,8.479864,7.338408,633.189014,Yes
3,2,26,25,47,28,9,6.4524,41.633466,157.6456,6.42,4.32,89.154169,92.89,563.242021,47.039831,0.885376,-0.461527,-0.052544,0.155219,-0.124597,46.952286,50.820009,72.204109,83.805491,78.774286,0,1,30523.33534,27752.49407,2770.841271,1.099841,11.015909,10.015909,12.176711,972.143937,Yes
4,1,22,11,45,23,6,4.9375,24.378906,147.4458,5.998,3.88,91.548962,48.83,635.168467,48.031038,0.688444,-0.299144,-0.257051,0.229685,0.129184,70.771817,48.489302,71.151464,78.672875,81.917301,0,2,31653.19198,27307.53088,4345.661101,1.159138,7.283861,6.283861,12.401324,1060.574837,Yes
23,4,0,3,86,0,15,-1.9035,3.623312,324.6192,7.824,5.86,206.618023,275.64,1213.841369,149.341977,2.315836,-1.241453,-0.076678,1.360052,-2.249202,99.253412,94.80438,138.723095,176.385994,209.401176,0,0,74262.57187,54213.5241,20049.04778,1.369816,3.704045,2.704045,14.957792,1600.129557,Yes
1,1,12,6,21,12,1,3.5578,12.657941,79.106,4.754,2.89,43.621895,26.02,291.058155,16.578105,0.088267,-0.025777,-0.032725,0.023115,-0.006793,34.78588,25.069723,38.139446,48.018578,32.353858,0,1,3890.330464,3207.936362,682.394102,1.212721,5.701002,4.701002,6.640049,572.613937,Yes
2,0,12,14,25,12,5,4.5123,20.360851,98.8593,4.513,3.11,55.345032,41.01,328.160935,34.392968,0.321973,-0.188513,-0.008595,-0.029525,0.158954,30.622183,30.000846,43.340416,47.786236,42.587253,0,1,4497.924274,3036.640873,1461.283401,1.481217,3.078064,2.078064,7.207198,599.418856,Yes
6,3,6,13,27,6,12,1.7583,3.091619,104.6044,1.938,2.89,63.712169,90.9,379.247107,43.207831,0.664385,-0.33906,-0.00252,-0.052893,0.133067,31.177817,29.823733,42.121003,42.31385,41.645942,0,1,10406.52742,9794.794949,611.732476,1.062455,17.011566,16.011566,8.105924,735.934982,Yes
14,1,9,10,36,10,17,-0.0257,0.00066,119.3227,1.834,1.79,70.59379,195.25,519.173029,61.84221,1.809243,-1.551295,1.031938,-0.542891,0.4066,50.195006,51.195701,68.704113,63.717259,67.233707,0,0,18670.66474,16316.47738,2354.187357,1.144283,7.930832,6.930832,10.408825,918.421157,Yes
4,1,16,19,33,17,6,3.8491,14.815571,113.2469,4.136,3,64.334032,59.51,474.106667,37.841968,0.669292,-0.380773,0.050379,0.026197,-0.192095,77.748994,42.058466,62.178797,66.074774,62.073072,0,1,16760.99033,15861.67945,899.31088,1.056697,18.637593,17.637593,9.070021,714.249983,Yes
15,3,0,6,71,0,9,-1.2775,1.632006,248.1811,4.131,5.64,160.951819,204.66,957.581357,109.002181,2.038673,-0.86047,-0.571114,0.563491,0.183304,79.202547,78.140385,111.397795,138.369343,144.259495,0,0,35724.48712,23309.8373,12414.64982,1.532593,2.877607,1.877607,11.956535,1085.823654,Yes
8,6,12,19,43,12,5,-1.6672,2.779556,128.0094,0.061,3.11,77.44579,207.69,544.181886,40.09821,1.293091,-0.409765,-0.073992,-0.256241,-0.118378,47.87914,47.81547,76.07704,97.50036,102.539415,0,1,13875.21988,10610.08509,3265.134796,1.307739,4.249509,3.249509,9.510968,842.667328,Yes
14,5,0,5,63,0,8,-3.2697,10.690938,189.2152,2.264,4.54,129.156338,192.06,794.445257,88.437662,1.856037,-0.921311,0.008744,-0.167141,0.000901,66.842567,70.306023,113.389003,132.598401,126.708686,0,0,58411.78002,55141.13337,3270.646651,1.059314,17.859398,16.859398,13.168093,1101.420549,Yes
7,4,6,7,27,6,5,-0.0069,0.000048,88.323,-2.138,2.23,51.039067,158.26,365.104542,27.904933,0.724646,-0.321628,-0.117403,0.310716,-0.322,36.080039,32.997122,53.995996,52.874478,54.981911,1,1,7773.781183,6953.903244,819.877939,1.117902,9.481632,8.481632,7.804522,611.667108,Yes
15,5,0,5,65,0,9,-3.2991,10.884061,193.6155,2.485,4.54,131.718338,209.13,822.440172,89.395662,1.95221,-0.976401,0.073401,-0.127503,-0.279019,69.617036,72.638115,117.827656,134.930493,132.704962,0,0,65394.19293,61941.40891,3452.784022,1.055743,18.939555,17.939555,13.568006,1170.842105,Yes
3,2,6,9,18,6,6,1.8433,3.397755,70.6745,1.902,2.56,41.77986,65.28,248.152478,25.10014,0.407805,-0.123117,-0.182081,0.019917,0.203534,20.268899,19.494822,26.49137,24.154844,20.435563,0,1,3935.374498,3440.307757,495.066741,1.143902,7.94918,6.94918,6.909847,625.334566,Yes
3,1,9,9,29,10,3,2.4531,6.0177,97.9627,3.354,3.33,56.767032,45.33,336.183778,31.750968,0.418928,-0.23549,0.05544,-0.227046,0.399102,27.268899,30.827186,47.768108,59.318827,61.56347,0,1,4090.764556,3105.546586,985.21797,1.317245,4.152142,3.152142,6.587854,591.084293,Yes
3,1,17,17,32,20,5,2.1271,4.524554,116.2743,5.817,3.66,69.574583,63.04,405.241627,40.425417,0.533648,-0.287848,-0.044637,0.14218,-0.085802,32.628879,33.993639,48.100472,48.523254,44.828001,1,2,9172.81867,7926.378182,1246.440488,1.157252,7.359211,6.359211,8.345859,737.228704,Yes
5,3,0,4,29,0,2,-1.1216,1.257987,96.3667,0.553,3.22,60.97379,94.83,362.209324,34.71221,0.520594,-0.111963,-0.193749,0.054388,0.029614,29.900515,30.99614,51.99228,65.999048,61.958461,0,0,5638.451734,4945.713078,692.738656,1.140069,8.139364,7.139364,6.748439,561.897727,Yes
3,0,0,4,21,0,0,2.166,4.691556,76.9888,0.839,1.35,38.226758,54.74,403.816881,17.289242,0.576154,-0.269756,0.220079,-0.249365,-0.131146,73.72886,41.044006,78.3649,150.92591,116.368722,0,0,3636.85418,2378.041639,1258.812541,1.529348,2.889115,1.889115,5.872803,467.859575,Yes
5,2,10,15,25,11,3,1.7595,3.09584,78.9797,3.57,2.23,45.098481,87.46,320.128469,27.643519,0.694158,-0.319535,0.025185,-0.242239,0.279326,28.265372,28.23988,41.648187,48.281983,47.609455,1,1,4917.844784,3996.156344,921.688441,1.230644,5.335691,4.335691,7.180003,588.037128,Yes
9,6,12,19,43,12,5,-0.9732,0.947118,132.2315,-0.044,3.11,76.778997,206.07,543.174061,39.665003,1.293091,-0.409765,-0.073992,-0.256241,-0.118378,47.87914,47.81547,76.07704,97.50036,102.539415,0,1,13875.21988,10610.08509,3265.134796,1.307739,4.249509,3.249509,9.519783,842.667328,Yes
1,1,0,2,15,0,7,3.5719,12.75847,75.2151,4.346,3,44.538618,20.23,222.198366,28.423382,0.104687,-0.04929,-0.018541,0.025064,0.002296,16.774469,15.332092,17.332092,15.332092,14.664184,0,0,4765.467215,4637.683654,127.783562,1.027553,37.293273,36.293273,6.32261,610.009214,Yes
4,2,24,26,39,26,5,5.8967,34.771071,135.1384,4.828,3.66,73.592204,73.07,452.23246,40.445796,0.541986,-0.319663,-0.042571,0.109976,-0.048781,36.934351,41.990731,60.707511,59.015439,51.350983,0,1,21202.80016,19879.10722,1323.69294,1.066587,16.017914,15.017914,10.695521,976.943399,Yes
9,6,12,19,43,12,5,-0.6836,0.467309,130.574,0.023,3.11,75.814204,200.28,544.158077,39.231796,1.352077,-0.410889,-0.103118,-0.305449,-0.055013,48.293628,47.98138,76.40886,98.053187,103.147339,0,0,13966.76622,10701.60037,3265.165849,1.30511,4.277506,3.277506,9.535255,840.561454,Yes
4,0,12,14,30,12,3,3.9014,15.220922,108.5281,3.817,3.33,60.040239,42.43,382.144806,31.737761,0.447951,-0.369088,0.258484,-0.084488,-0.060626,36.981849,33.778956,48.947935,55.561093,53.727275,0,0,7291.269792,5072.333674,2218.936118,1.437459,3.28593,2.28593,8.453409,700.325364,Yes
3,4,6,8,14,6,3,0.055,0.003025,48.6149,-2.03,1.9,27.482723,103.78,197.068808,12.323277,0.365161,-0.110769,-0.130994,0.064656,0.048139,17.457856,15.49455,22.099385,22.040126,13.992824,1,1,2050.360214,1789.318009,261.042205,1.145889,7.854516,6.854516,5.606378,505.280713,Yes
4,2,6,7,19,6,8,2.0824,4.33639,78.3419,0.36,2.23,43.046274,66.56,304.074533,22.795726,0.42391,-0.160487,-0.16435,0.148728,0.002168,36.694798,24.232453,30.339286,32.154256,31.969812,1,1,6132.361075,5379.68828,752.672795,1.13991,8.147446,7.147446,7.764766,614.066295,Yes
21,11,10,15,83,11,15,-5.1013,26.023262,248.8291,-0.394,4.54,161.444268,358.2,1084.472654,106.075732,2.999925,-1.161405,-0.443438,-0.369854,0.429,94.587257,94.623219,150.465772,181.760637,175.981207,0,0,88456.08371,65165.82223,23290.26148,1.3574,3.797986,2.797986,17.225199,1476.662544,Yes
10,2,15,9,65,16,10,3.0547,9.331192,216.6817,4.822,5.09,126.022822,133.87,778.394165,76.171178,1.417417,-0.746291,0.023398,-0.245047,0.627612,64.635673,70.813105,113.133332,150.170987,183.598618,0,2,21438.51953,15936.54782,5501.971703,1.345242,3.896516,2.896516,9.981704,957.310327,Yes
1,1,12,14,22,12,3,2.8393,8.061624,85.7222,4.687,3.44,48.542653,12.03,263.1674,23.617347,0.0726,-0.040197,-0.003548,0.010252,-0.005513,20.35998,22.332364,29.166182,34.166182,31.166182,0,1,3034.826586,1969.280895,1065.545691,1.541084,2.848143,1.848143,6.652825,593.624319,Yes
17,3,6,11,63,6,13,-0.8321,0.69239,186.6507,1.578,3.99,118.707236,224.57,804.320451,79.838764,2.402479,-1.167846,-0.191506,0.249872,-0.099169,70.165974,71.966483,110.37287,128.905675,122.91436,0,0,39781.13556,30802.62892,8978.506634,1.291485,4.430707,3.430707,13.182067,1149.156951,Yes
26,5,22,31,107,23,11,-1.1175,1.248806,340.8889,6.684,5.97,210.04537,355.22,1370.65469,135.00663,3.043516,-1.647214,-0.100246,1.213596,-1.96619,116.485737,118.95939,182.807328,228.71656,267.742907,0,0,62533.84219,42646.17891,19887.66328,1.466341,3.144353,2.144353,13.124589,1265.328957,Yes
10,4,0,8,37,0,2,-0.1267,0.016053,136.1292,3.619,2.78,81.256548,193.3,540.207627,50.981452,1.032533,-0.488365,-0.061653,0.291298,-0.46694,54.342242,50.121423,64.318375,78.452678,95.58859,0,0,10474.74731,7303.013396,3171.733912,1.434305,3.30253,2.30253,8.517849,756.987964,Yes
1,0,0,2,7,0,0,0.3185,0.101442,31.2493,0.611,2.01,18.994723,3.24,97.089149,14.005277,0.098222,-0.070062,0.01019,0.013267,-0.002506,7.35998,7.498546,8.332364,5.166182,1,0,1,256.937321,175.817321,81.12,1.461388,3.167373,2.167373,3.158911,352.798793,Yes
5,4,6,7,24,6,12,0.5189,0.269257,94.4726,1.841,2.78,58.056583,82.62,337.236542,38.743417,0.531305,-0.296897,-0.013135,0.041326,0.060401,27.403348,26.32546,34.124455,30.653118,28.376923,0,1,12263.28419,11916.38617,346.898023,1.029111,35.351266,34.351266,8.304461,850.070221,Yes
1,1,12,14,16,12,0,3.2377,10.482701,54.6519,3.072,2.56,29.023137,21.26,183.068414,12.414863,0.158687,-0.068002,-0.078148,0.057672,0.007502,15.134449,16.996548,23.993096,23.546557,14.996548,0,0,1365.124171,1135.68,229.444171,1.202032,5.949701,4.949701,4.931708,477.165283,Yes
3,1,12,9,34,12,4,1.9964,3.985613,102.9298,1.637,3,59.805446,92.68,414.131468,36.504554,1.12161,-0.668836,0.112106,0.143031,-0.167312,36.195752,38.649288,57.530318,65.858686,69.187054,0,0,7026.158089,4489.267949,2536.89014,1.565101,2.769595,1.769595,8.086302,645.420109,Yes
4,0,11,6,24,11,5,1.8565,3.446592,83.4412,3.418,2.34,46.999481,49.17,341.069782,26.556519,0.563838,-0.32387,-0.032356,0.063723,0.048013,40.054779,30.422799,46.290884,45.356874,59.193072,0,0,4313.749162,2420.823127,1892.926036,1.781935,2.278879,1.278879,7.058139,687.556271,Yes
14,3,0,6,68,0,6,-1.1466,1.314692,237.1376,4.321,5.53,153.962647,195.43,913.555142,102.713353,1.851856,-0.772339,-0.471384,0.389607,0.256983,75.428078,74.476201,107.733611,133.594874,137.595311,0,0,29542.86789,17065.98454,12476.88335,1.731097,2.367808,1.367808,11.268537,1069.279659,Yes
14,6,6,26,63,6,5,0.0877,0.007691,219.9225,3.238,4.43,128.377994,216.66,822.405124,78.862006,1.605128,-0.681326,-0.054333,-0.15478,0.297561,69.73355,70.002907,106.564792,132.407878,139.094281,0,1,22976.7178,13848.32984,9128.387964,1.659169,2.517062,1.517062,10.441356,968.734704,Yes
15,4,18,9,68,18,15,2.9769,8.861934,214.9203,2.962,4.98,129.054443,221.29,853.330956,71.741557,1.860872,-0.834946,-0.067095,0.288663,-0.49296,73.202547,74.642111,116.780551,148.204579,175.123414,0,0,33636.23615,24840.72534,8795.510811,1.354076,3.82425,2.82425,11.965567,1131.40386,Yes
8,3,17,9,53,17,6,2.6255,6.89325,156.1416,1.19,3.44,90.983376,189.07,656.156362,55.464624,1.845488,-0.99425,-0.069941,0.309819,-0.213751,62.19585,63.645594,97.405807,110.603403,110.499319,0,0,24869.10432,21408.41872,3460.685602,1.161651,7.186178,6.186178,10.835544,922.14819,Yes
10,5,15,9,63,16,7,0.7866,0.61874,206.5294,4.228,4.87,123.467615,164.82,753.410149,71.814385,1.167423,-0.4828,-0.154298,-0.183706,0.403398,62.221185,67.983011,111.304037,148.005439,176.326419,0,2,16778.06431,13887.23844,2890.825864,1.208164,5.8039,4.8039,8.550682,782.393156,Yes
3,1,6,10,23,6,1,3.7122,13.780429,67.6184,4.633,2.23,37.196137,38.33,315.027391,17.401863,0.658615,-0.410409,0.057213,0.220294,-0.361155,35.128001,28.025766,46.365061,49.874507,51.708152,0,0,3378.568087,2027.601606,1350.966481,1.666288,2.500853,1.500853,6.471511,542.942445,Yes
8,3,15,16,35,16,7,1.6294,2.654944,126.546,2.911,2.78,69.296204,118.81,456.19436,45.303796,0.633122,-0.368771,-0.005025,0.239063,-0.279846,42.611042,46.388496,59.618352,57.821414,57.821399,0,0,15801.11247,14529.95737,1271.155108,1.087485,12.430515,11.430515,9.5588,784.301028,Yes
5,1,12,16,23,12,1,0.9558,0.913554,71.0889,2.587,2.56,40.937102,58.12,266.116761,21.542898,0.380422,-0.238575,0.117124,-0.157316,0.103055,22.21439,24.827729,34.433515,43.375147,44.149707,0,0,2561.776306,1508.124347,1053.651959,1.698651,2.431331,1.431331,6.140396,516.693334,Yes
3,1,12,13,29,12,2,3.5983,12.947763,100.4402,5.877,3.44,55.975067,54.37,366.102272,23.106933,0.355714,-0.077752,-0.100813,-0.005325,-0.036796,36.036357,31.948047,47.896093,54.99893,49.043435,0,0,9000.230515,8265.738253,734.492262,1.08886,12.253676,11.253676,8.070599,620.103086,Yes
2,2,12,6,22,12,3,1.3239,1.752711,77.4122,3.229,3.22,47.584653,32.26,267.162314,23.617347,0.140244,-0.059323,0.000178,0.016472,-0.071234,21.134449,22.664456,31.32864,35.158734,35.158734,0,1,2431.443169,1604.003776,827.439393,1.515859,2.938515,1.938515,5.895671,521.163992,Yes
6,1,12,11,40,12,9,3.3745,11.38725,134.3012,5.411,3.55,78.062583,111.01,505.221286,43.533417,0.743545,-0.439047,0.163942,-0.110254,0.134863,42.726755,44.096567,62.47578,68.864297,75.852778,0,1,13094.58879,10074.2203,3020.368492,1.299812,4.335428,3.335428,9.566938,865.156705,Yes
1,0,12,16,17,12,3,3.5953,12.926182,66.877,3.848,3,35.203516,17.07,208.088815,14.076484,0.124269,-0.039816,-0.019861,-0.002398,-0.000059,16.774469,17.332092,21.664184,19.996276,14.996276,0,0,2737.112444,2415.661742,321.450702,1.133069,8.514875,7.514875,6.231167,546.195671,Yes
0,1,9,10,12,10,0,2.2236,4.944397,36.0841,1.613,1.79,19.871172,46,168.993056,8.326828,0.319531,-0.251845,0.157414,-0.054664,-0.001682,20.621868,15.28041,23.781481,18.564273,13.55653,0,0,1221.713751,1069.301983,152.411768,1.142534,8.015875,7.015875,4.659796,409.083911,Yes
0,2,16,19,21,17,1,3.1305,9.80003,64.8941,4.074,2.67,36.27593,70.67,254.057909,13.80607,0.367842,-0.084123,-0.01422,-0.292628,0.26868,22.097876,22.66046,33.32092,35.317196,34.861173,0,0,3213.091096,2562.217409,650.873687,1.254028,4.936582,3.936582,6.578994,500.848065,Yes
1,0,12,16,25,12,0,4.2311,17.902207,95.3921,4.685,3.66,52.062653,3.24,287.1674,24.937347,0.098098,-0.062851,-0.006888,0.023005,-0.001832,22.35998,25.498546,35.332364,40.166182,37.166182,0,1,3156.695333,1783.396133,1373.2992,1.770047,2.298622,1.298622,6.577991,600.048091,Yes
1,5,22,22,39,23,4,3.8488,14.813261,115.7229,4.099,3.11,65.35586,159.05,480.105647,30.48614,1.061327,-0.326786,-0.402448,0.054322,0.182363,42.74469,43.649288,66.302299,80.170921,76.281206,0,0,16200.35136,14474.01999,1726.331371,1.119271,9.384265,8.384265,9.83991,833.403057,Yes
8,2,0,5,20,0,3,-2.2849,5.220768,62.8188,-2.616,1.79,37.636688,98.82,268.117155,26.603312,0.817704,-0.410187,-0.20415,0.414579,-0.19227,23.537797,22.990187,33.370216,30.788337,29.202765,0,2,2608.600378,1879.489267,729.111111,1.38793,3.577782,2.577782,5.986382,508.706522,Yes
6,0,12,7,40,12,7,3.0564,9.341581,134.6105,5.015,3.77,85.487927,45.25,531.266398,54.988073,0.774554,-0.485324,0.09864,-0.111083,0.25039,49.618342,43.737882,65.17376,70.364499,71.201062,0,1,15007.34175,12506.30526,2501.036497,1.199982,6.000449,5.000449,9.587879,899.021585,Yes
7,4,12,13,35,12,4,2.1552,4.644887,122.8511,3.327,3.22,67.353032,155.98,452.140593,33.072968,0.727332,-0.185539,-0.265647,0.005427,0.087553,42.720059,39.327065,58.488532,75.423231,80.070038,0,0,8160.720424,5967.915743,2192.804681,1.367432,3.72159,2.72159,8.120355,653.897779,Yes
